Comp,Event,Date,Time,Inst,Ptimepick,Stimepick
eqnet,49,15/12/2023,03:00:05,2,13.34,15.55
eqnet,49,15/12/2023,03:00:05,3,,
eqnet,49,15/12/2023,03:00:05,4,,
eqnet,49,15/12/2023,03:00:05,5,,
eqnet,49,15/12/2023,03:00:05,6,,
eqnet,49,15/12/2023,03:00:05,7,12.95,14.64
eqnet,49,15/12/2023,03:00:05,8,12.78,14.54
eqnet,49,15/12/2023,03:00:05,9,,
eqnet,49,15/12/2023,03:00:05,10,,
eqnet,2,18/12/2023,02:55:40,1,12.67,14.83
eqnet,2,18/12/2023,02:55:40,2,12.61,14.71
eqnet,2,18/12/2023,02:55:40,3,,
eqnet,2,18/12/2023,02:55:40,4,,
eqnet,2,18/12/2023,02:55:40,5,,
eqnet,2,18/12/2023,02:55:40,6,14.25,17.41
eqnet,2,18/12/2023,02:55:40,7,12.23,13.89
eqnet,2,18/12/2023,02:55:40,8,12.09,13.82
eqnet,2,18/12/2023,02:55:40,9,,
eqnet,2,18/12/2023,02:55:40,10,12.33,14.08
eqnet,60,20/12/2023,02:59:16,1,12.69,14.91
eqnet,60,20/12/2023,02:59:16,2,12.68,14.8
eqnet,60,20/12/2023,02:59:16,3,,
eqnet,60,20/12/2023,02:59:16,4,,
eqnet,60,20/12/2023,02:59:16,5,14.31,17.65
eqnet,60,20/12/2023,02:59:16,6,14.26,17.54
eqnet,60,20/12/2023,02:59:16,7,12.26,13.98
eqnet,60,20/12/2023,02:59:16,8,12.21,13.93
eqnet,60,20/12/2023,02:59:16,9,11.39,
eqnet,60,20/12/2023,02:59:16,10,,14.2
eqnet,67,21/12/2023,02:59:09,1,12.8,14.75
eqnet,67,21/12/2023,02:59:09,2,12.58,14.65
eqnet,67,21/12/2023,02:59:09,3,,
eqnet,67,21/12/2023,02:59:09,4,,
eqnet,67,21/12/2023,02:59:09,5,14.25,16.65
eqnet,67,21/12/2023,02:59:09,6,14.08,16.53
eqnet,67,21/12/2023,02:59:09,7,12.07,13.77
eqnet,67,21/12/2023,02:59:09,8,12.02,13.77
eqnet,67,21/12/2023,02:59:09,9,,
eqnet,67,21/12/2023,02:59:09,10,12.37,14.1
eqnet,138,22/12/2023,12:57:42,1,15.4,19.33
eqnet,138,22/12/2023,12:57:42,2,15.3,19.22
eqnet,138,22/12/2023,12:57:42,3,,
eqnet,138,22/12/2023,12:57:42,4,,
eqnet,138,22/12/2023,12:57:42,5,11.69,12.95
eqnet,138,22/12/2023,12:57:42,6,11.6,12.77
eqnet,138,22/12/2023,12:57:42,7,13.56,16.06
eqnet,138,22/12/2023,12:57:42,8,13.47,15.98
eqnet,138,22/12/2023,12:57:42,9,,
eqnet,138,22/12/2023,12:57:42,10,,
eqnet,109,26/12/2023,01:48:56,1,12.76,15.21
eqnet,109,26/12/2023,01:48:56,2,12.72,15.06
eqnet,109,26/12/2023,01:48:56,3,,
eqnet,109,26/12/2023,01:48:56,4,,
eqnet,109,26/12/2023,01:48:56,5,14.12,
eqnet,109,26/12/2023,01:48:56,6,14.03,
eqnet,109,26/12/2023,01:48:56,7,12.48,13.8
eqnet,109,26/12/2023,01:48:56,8,12.32,13.72
eqnet,109,26/12/2023,01:48:56,9,,
eqnet,109,26/12/2023,01:48:56,10,12.2,14.32
eqnet,190,26/12/2023,04:55:07,1,12.79,15.07
eqnet,190,26/12/2023,04:55:07,2,12.77,15.08
eqnet,190,26/12/2023,04:55:07,3,,
eqnet,190,26/12/2023,04:55:07,4,,
eqnet,190,26/12/2023,04:55:07,5,,
eqnet,190,26/12/2023,04:55:07,6,14.28,
eqnet,190,26/12/2023,04:55:07,7,12.35,14.12
eqnet,190,26/12/2023,04:55:07,8,12.3,14.05
eqnet,190,26/12/2023,04:55:07,9,,
eqnet,190,26/12/2023,04:55:07,10,12.54,14.38
eqnet,66,27/12/2023,02:56:21,1,12.6,14.99
eqnet,66,27/12/2023,02:56:21,2,12.67,14.87
eqnet,66,27/12/2023,02:56:21,3,,
eqnet,66,27/12/2023,02:56:21,4,,
eqnet,66,27/12/2023,02:56:21,5,14.27,
eqnet,66,27/12/2023,02:56:21,6,14.23,
eqnet,66,27/12/2023,02:56:21,7,12.17,14.08
eqnet,66,27/12/2023,02:56:21,8,12.13,13.89
eqnet,66,27/12/2023,02:56:21,9,,
eqnet,66,27/12/2023,02:56:21,10,12.25,14.31
eqnet,165,28/12/2023,17:32:23,1,14.16,17.18
eqnet,165,28/12/2023,17:32:23,2,14.09,17.09
eqnet,165,28/12/2023,17:32:23,3,,
eqnet,165,28/12/2023,17:32:23,4,,
eqnet,165,28/12/2023,17:32:23,5,11.74,13.02
eqnet,165,28/12/2023,17:32:23,6,11.63,12.81
eqnet,165,28/12/2023,17:32:23,7,,
eqnet,165,28/12/2023,17:32:23,8,,
eqnet,165,28/12/2023,17:32:23,9,,
eqnet,165,28/12/2023,17:32:23,10,,
eqnet,236,29/12/2023,01:41:11,1,12.81,14.97
eqnet,236,29/12/2023,01:41:11,2,12.76,14.91
eqnet,236,29/12/2023,01:41:11,3,,
eqnet,236,29/12/2023,01:41:11,4,,
eqnet,236,29/12/2023,01:41:11,5,,
eqnet,236,29/12/2023,01:41:11,6,13.93,
eqnet,236,29/12/2023,01:41:11,7,12.03,13.79
eqnet,236,29/12/2023,01:41:11,8,12.04,13.67
eqnet,236,29/12/2023,01:41:11,9,,
eqnet,236,29/12/2023,01:41:11,10,12.31,14.12
eqnet,81,29/12/2023,03:47:20,1,13.12,15.35
eqnet,81,29/12/2023,03:47:20,2,13.06,15.32
eqnet,81,29/12/2023,03:47:20,3,,
eqnet,81,29/12/2023,03:47:20,4,,
eqnet,81,29/12/2023,03:47:20,5,,
eqnet,81,29/12/2023,03:47:20,6,14.67,
eqnet,81,29/12/2023,03:47:20,7,12.59,14.52
eqnet,81,29/12/2023,03:47:20,8,12.55,14.3
eqnet,81,29/12/2023,03:47:20,9,,
eqnet,81,29/12/2023,03:47:20,10,12.67,14.65
eqnet,230,29/12/2023,04:02:02,1,12.84,15.0
eqnet,230,29/12/2023,04:02:02,2,12.84,14.95
eqnet,230,29/12/2023,04:02:02,3,,
eqnet,230,29/12/2023,04:02:02,4,,
eqnet,230,29/12/2023,04:02:02,5,,
eqnet,230,29/12/2023,04:02:02,6,14.37,
eqnet,230,29/12/2023,04:02:02,7,12.35,14.15
eqnet,230,29/12/2023,04:02:02,8,12.3,14.04
eqnet,230,29/12/2023,04:02:02,9,,
eqnet,230,29/12/2023,04:02:02,10,12.48,14.39
eqnet,44,29/12/2023,18:55:39,1,13.77,15.57
eqnet,44,29/12/2023,18:55:39,2,13.46,15.45
eqnet,44,29/12/2023,18:55:39,3,,
eqnet,44,29/12/2023,18:55:39,4,,
eqnet,44,29/12/2023,18:55:39,5,12.54,14.3
eqnet,44,29/12/2023,18:55:39,6,12.44,14.0
eqnet,44,29/12/2023,18:55:39,7,12.19,13.49
eqnet,44,29/12/2023,18:55:39,8,12.07,13.46
eqnet,44,29/12/2023,18:55:39,9,12.77,14.46
eqnet,44,29/12/2023,18:55:39,10,,14.67
eqnet,29,30/12/2023,15:14:21,1,12.39,14.12
eqnet,29,30/12/2023,15:14:21,2,12.31,13.98
eqnet,29,30/12/2023,15:14:21,3,,
eqnet,29,30/12/2023,15:14:21,4,,
eqnet,29,30/12/2023,15:14:21,5,13.71,16.51
eqnet,29,30/12/2023,15:14:21,6,13.64,16.28
eqnet,29,30/12/2023,15:14:21,7,,
eqnet,29,30/12/2023,15:14:21,8,,
eqnet,29,30/12/2023,15:14:21,9,12.07,13.55
eqnet,29,30/12/2023,15:14:21,10,12.0,13.41
eqnet,234,31/12/2023,17:40:18,1,,
eqnet,234,31/12/2023,17:40:18,2,,
eqnet,234,31/12/2023,17:40:18,3,,
eqnet,234,31/12/2023,17:40:18,4,,
eqnet,234,31/12/2023,17:40:18,5,12.92,15.07
eqnet,234,31/12/2023,17:40:18,6,12.88,14.93
eqnet,234,31/12/2023,17:40:18,7,11.76,12.97
eqnet,234,31/12/2023,17:40:18,8,11.7,12.81
eqnet,234,31/12/2023,17:40:18,9,12.5,14.06
eqnet,234,31/12/2023,17:40:18,10,12.44,13.97
